panjang_url,jumlah_titik,jumlah_strip,jumlah_digit,ada_at,ada_https,UsingIP,ShortURL,Redirecting//,PrefixSuffix-,SubDomains,HTTPSDomainURL,jumlah_kata_sensitif,label
18,1,0,1,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,1,0,0,1,0,0,0,1,0,0,0,0
29,1,2,0,0,1,0,0,0,1,0,0,0,0
24,1,0,0,0,1,0,0,0,0,0,0,0,0
58,2,1,2,0,1,0,0,0,0,0,0,0,1
28,2,0,0,0,1,0,0,0,0,0,0,0,1
51,2,1,4,0,1,0,0,0,0,0,0,0,1
18,1,0,0,0,1,0,0,0,0,0,0,0,0
64,3,0,1,0,1,0,1,0,0,1,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
35,2,0,0,0,1,0,0,0,0,0,0,0,1
26,1,0,4,0,1,0,0,0,0,0,0,0,1
68,3,4,21,0,1,0,0,0,0,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
52,3,1,8,0,0,0,0,0,1,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,1,0,0,0,0,0,0,1,0,0,0,1
21,2,0,0,0,1,0,0,0,0,0,0,0,0
175,2,1,19,0,1,0,0,0,0,0,0,0,1
22,1,0,3,0,1,0,1,0,0,0,0,0,1
175,2,4,21,0,1,0,0,0,0,0,0,0,1
35,1,0,4,0,1,0,0,0,0,0,0,0,1
47,2,1,0,0,1,0,0,0,1,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,3,0,1,0,1,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
36,2,1,7,0,1,0,0,0,1,0,0,0,1
76,2,1,23,0,1,0,0,0,1,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
52,2,2,0,0,1,0,0,0,1,0,0,1,1
42,2,2,1,0,1,0,0,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
20,2,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
26,1,0,0,0,1,0,1,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
27,2,0,0,0,1,0,1,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
61,4,0,2,0,0,0,0,0,0,1,0,0,1
30,1,0,0,0,1,0,0,0,0,0,0,0,1
28,1,1,0,0,1,0,0,0,1,0,0,0,1
28,1,1,0,0,1,0,0,0,1,0,0,0,0
21,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
75,2,1,27,0,1,0,0,0,1,0,0,0,1
61,3,1,20,0,1,0,0,0,1,0,0,0,1
171,6,0,21,0,1,0,0,0,0,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
24,2,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,1,0,0,1,0,0,0,1,0,0,0,0
26,1,0,12,0,1,0,0,0,0,0,0,0,1
26,1,1,0,0,1,0,0,0,1,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
73,4,0,0,1,0,0,0,0,0,0,0,0,1
20,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,1,0,0,1,0,0,0,1,0,0,0,0
28,2,0,6,0,1,0,0,0,0,0,0,0,1
23,2,0,1,0,1,0,0,0,0,0,0,0,1
21,1,1,1,0,1,0,0,0,1,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
30,1,0,0,0,1,0,0,0,0,0,0,0,0
38,2,1,0,0,1,0,0,0,1,0,0,0,1
37,3,0,0,0,1,0,0,0,0,0,0,0,1
18,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
40,2,0,2,0,1,0,0,0,0,0,0,0,1
40,2,0,7,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
16,1,0,2,0,1,0,0,0,0,0,0,0,0
22,1,0,1,0,1,0,1,0,0,0,0,0,1
15,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,1,1,0,1,0,0,0,1,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
122,4,4,14,0,1,0,0,0,0,0,0,0,1
550,6,8,67,0,1,0,0,0,0,0,0,0,1
37,2,1,2,0,1,0,0,0,1,0,0,0,1
20,1,0,0,0,1,0,0,0,0,0,0,0,0
49,2,0,2,0,1,0,0,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
42,2,2,0,0,1,0,0,0,1,0,0,0,1
62,2,1,19,0,1,0,0,0,1,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,3,0,1,0,0,0,0,0,0,0,0
22,1,0,1,0,1,0,0,0,0,0,0,0,1
22,1,0,1,0,1,0,1,0,0,0,0,0,1
18,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
33,2,1,0,0,1,0,0,0,1,0,0,0,1
20,2,0,0,0,1,0,0,0,0,0,0,0,0
192,13,0,42,0,0,1,0,1,0,1,0,2,1
21,1,0,0,0,0,0,0,0,0,0,0,0,1
36,2,2,0,0,1,0,0,0,1,0,0,0,1
20,2,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,1
175,2,3,19,0,1,0,0,0,0,0,0,0,1
190,3,4,19,0,1,0,0,0,0,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,1,0,0,1,0,0,0,1,0,0,0,0
23,2,0,0,0,1,0,0,0,0,0,0,0,0
62,3,1,24,0,1,0,0,0,1,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
62,3,1,27,0,1,0,0,0,1,0,0,0,1
22,1,0,0,0,1,0,1,0,0,0,0,0,0
75,2,1,25,0,1,0,0,0,1,0,0,0,1
36,1,0,0,0,1,0,0,0,0,0,0,0,0
27,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
34,2,0,7,0,1,0,0,0,0,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
223,7,2,26,0,0,1,0,1,0,1,0,2,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
192,13,0,42,0,0,1,0,1,0,1,0,2,1
39,2,0,0,0,1,0,0,0,0,0,0,0,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
29,2,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,1,0,0,1,0,0,0,1,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
26,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
22,2,0,1,0,1,0,0,0,0,0,0,0,1
26,2,0,0,0,1,0,0,0,0,0,0,0,1
20,1,0,0,0,1,0,0,0,0,0,0,0,0
21,2,0,0,0,1,0,0,0,0,0,0,0,0
27,1,0,5,0,1,0,0,0,0,0,0,0,1
62,3,1,23,0,1,0,0,0,1,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
76,2,1,29,0,1,0,0,0,1,0,0,0,1
153,3,8,16,0,1,0,0,0,0,0,0,1,1
68,3,1,21,0,1,0,0,0,1,0,0,0,1
21,1,1,0,0,1,0,0,0,1,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
62,3,1,22,0,1,0,0,0,1,0,0,0,1
23,2,0,0,0,1,0,0,0,0,0,0,0,1
175,2,1,13,0,1,0,0,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
34,2,0,2,0,1,0,0,0,0,0,0,0,1
29,1,1,0,0,1,0,0,0,1,0,0,0,0
22,1,0,3,0,1,0,1,0,0,0,0,0,1
193,2,2,23,0,1,0,0,0,1,0,0,0,1
98,3,0,10,0,1,0,0,0,0,0,0,0,1
102,2,3,23,0,1,0,0,0,1,0,0,0,1
18,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,1,0,0,1,0,0,0,1,0,0,0,1
18,2,0,0,0,1,0,0,0,0,0,0,0,0
121,3,1,10,0,1,0,0,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
51,3,0,2,0,1,0,0,0,0,1,0,0,1
62,2,3,5,0,1,0,0,0,1,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
15,1,0,0,0,1,0,1,0,0,0,0,0,0
22,1,0,2,0,1,0,0,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
190,3,4,16,0,1,0,0,0,0,0,0,0,1
45,2,3,0,0,1,0,0,0,1,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
178,3,4,16,0,1,0,0,0,0,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
58,2,0,4,0,1,0,0,1,0,0,0,2,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
15,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
29,1,1,0,0,0,0,0,0,1,0,0,0,1
35,2,0,0,0,1,0,0,0,0,0,0,0,1
25,1,0,0,0,1,0,0,0,0,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
36,2,1,0,0,1,0,0,0,0,0,0,0,1
27,1,1,0,0,1,0,0,0,1,0,0,0,0
18,2,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
27,1,0,0,0,1,0,0,0,0,0,0,0,0
16,1,0,0,0,1,0,0,0,0,0,0,0,0
22,2,0,0,0,1,0,0,0,0,0,0,0,0
200,3,1,20,0,1,0,0,0,0,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
43,2,1,1,0,1,0,0,0,1,0,0,0,1
22,1,0,3,0,1,0,1,0,0,0,0,0,1
43,3,0,1,0,1,0,0,0,0,0,0,0,1
20,2,0,0,0,1,0,0,0,0,0,0,0,0
60,3,1,23,0,1,0,0,0,1,0,0,0,1
24,2,0,0,0,1,0,0,0,0,0,0,0,1
31,2,0,0,0,1,0,0,0,0,0,0,0,0
21,1,1,1,0,1,0,0,0,1,0,0,0,1
175,2,2,21,0,1,0,0,0,0,0,0,0,1
22,1,0,2,0,1,0,0,0,0,0,0,0,1
120,2,0,11,0,1,0,1,0,0,0,0,0,1
26,1,0,0,0,1,0,0,0,0,0,0,0,0
26,1,0,0,0,1,0,0,0,0,0,0,0,0
32,2,0,0,0,1,0,0,0,0,0,0,0,1
46,2,2,0,0,1,0,0,0,1,0,0,1,1
23,2,0,1,0,1,0,0,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
28,1,0,0,0,1,0,0,0,0,0,0,0,0
50,2,0,3,0,1,0,0,0,0,0,0,0,1
23,2,0,1,0,1,0,0,0,0,0,0,0,1
62,3,1,23,0,1,0,0,0,1,0,0,0,1
22,1,0,3,0,1,0,1,0,0,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
28,1,0,0,0,1,0,0,0,0,0,0,0,0
165,2,0,13,0,1,0,0,0,0,0,0,0,1
131,2,0,13,0,1,0,0,0,0,0,0,0,1
40,2,2,3,0,1,0,0,0,1,0,0,0,1
21,1,1,0,0,1,0,0,0,1,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,1
19,2,0,0,0,1,0,0,0,0,0,0,0,0
18,2,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
75,3,4,3,0,1,0,0,0,1,0,0,0,1
173,2,3,21,0,1,0,0,0,0,0,0,0,1
25,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,2,0,1,0,1,0,0,0,0,0,1
21,1,1,1,0,1,0,0,0,1,0,0,0,1
29,2,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,1,0,1,0,1,0,0,0,0,0,1
61,3,1,24,0,0,0,0,0,1,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,0,0,0,1,0,0,0,0,0,0,0,0
62,3,1,23,0,1,0,0,0,1,0,0,1,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
27,2,1,0,0,1,0,0,0,1,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
28,1,1,0,0,1,0,0,0,1,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
88,1,0,4,0,1,0,0,0,0,0,0,0,1
47,2,1,0,0,1,0,0,0,1,0,0,0,1
43,2,1,7,0,0,0,0,0,1,0,0,0,1
25,1,0,0,0,1,0,0,0,0,0,0,0,0
28,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
83,3,0,7,0,1,0,0,0,0,1,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,1
22,1,0,1,0,1,0,1,0,0,0,0,0,1
251,10,0,37,0,0,1,0,1,0,1,0,2,1
84,2,0,6,0,1,0,0,0,0,0,0,0,1
25,2,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,1,0,1,0,1,0,0,0,0,0,1
25,1,0,0,0,1,0,0,0,0,0,0,0,0
89,2,0,25,0,1,0,1,0,0,0,0,0,1
15,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
31,2,0,6,0,1,0,0,0,0,0,0,0,1
23,1,0,0,0,1,0,0,0,0,0,0,0,0
41,2,0,17,0,1,0,0,0,0,0,0,0,1
30,1,0,0,0,1,0,0,0,0,0,0,0,1
21,1,0,1,0,1,0,0,0,0,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
51,3,0,2,0,1,0,0,0,0,1,0,0,1
60,3,1,20,0,1,0,0,0,1,0,0,0,1
24,1,1,2,0,1,0,0,0,1,0,0,0,0
38,2,0,0,0,1,0,0,0,0,0,0,0,1
30,1,1,0,0,1,0,0,0,1,0,0,0,0
21,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,2,0,1,0,0,0,0,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
19,2,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
84,2,0,7,0,1,0,0,0,0,0,0,0,1
40,2,1,1,0,1,0,0,0,1,0,0,0,1
41,1,0,1,0,1,0,0,0,0,0,0,0,1
15,1,0,0,0,1,0,0,0,0,0,0,0,0
175,2,2,23,0,1,0,0,0,0,0,0,0,1
47,2,0,0,1,1,0,0,0,0,0,0,0,1
42,3,0,6,0,1,0,0,0,0,1,0,0,1
25,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,0,0,0,1,0,0,0,0,0,0,0,0
29,2,0,0,0,1,0,0,0,0,0,0,0,1
25,1,0,0,0,1,0,1,0,0,0,0,0,0
42,2,0,0,0,1,0,0,0,0,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,1,0,0,1,0,0,0,1,0,0,0,1
28,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
25,2,0,0,0,1,0,0,0,0,0,0,0,0
26,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,3,0,1,0,1,0,0,0,0,0,1
175,2,2,13,0,1,0,0,0,0,0,0,0,1
175,2,1,18,0,1,0,0,0,0,0,0,0,1
18,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
48,2,2,8,0,1,0,0,0,0,0,0,0,1
54,2,0,2,0,0,0,0,0,0,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
32,1,0,0,0,1,0,0,0,0,0,0,0,0
42,3,0,1,0,1,0,0,1,0,0,0,0,1
19,2,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,1
181,3,3,14,0,1,0,0,0,0,0,0,0,1
22,2,0,0,0,1,0,0,0,0,0,0,0,0
30,1,0,0,0,1,0,0,0,0,0,0,0,0
34,2,0,0,0,1,0,0,0,0,0,0,0,1
30,1,0,0,0,1,0,0,0,0,0,0,0,0
25,2,1,1,0,1,0,0,0,1,0,0,0,1
23,1,0,0,0,1,0,1,0,0,0,0,0,1
21,1,0,0,0,1,0,1,0,0,0,0,0,0
175,2,2,17,0,1,0,0,0,0,0,0,0,1
27,1,0,0,0,1,0,0,0,0,0,0,1,1
175,2,3,24,0,1,0,0,0,0,0,0,0,1
21,1,1,0,0,1,0,0,0,1,0,0,0,1
30,1,1,0,0,1,0,0,0,1,0,0,0,1
22,1,0,1,0,1,0,0,0,0,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
33,2,0,0,0,1,0,0,0,0,0,0,0,1
21,1,1,0,0,1,0,0,0,1,0,0,0,1
58,3,2,3,0,1,0,0,0,1,1,0,1,1
64,3,3,2,0,0,0,0,0,1,0,0,0,1
19,1,0,3,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
55,2,0,9,0,1,0,0,0,0,0,0,0,1
21,1,1,0,0,1,0,0,0,1,0,0,0,1
28,2,1,3,0,1,0,0,0,1,0,0,0,1
40,2,0,1,0,1,0,0,0,0,0,0,0,1
35,2,1,0,0,1,0,0,0,1,0,0,0,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
25,2,0,0,0,1,0,0,0,0,0,0,0,0
146,3,0,9,0,1,0,0,0,0,0,0,0,1
83,3,0,12,0,1,0,0,0,0,1,0,0,1
18,1,0,0,0,1,0,0,0,0,0,0,0,0
23,1,0,2,0,1,0,0,0,0,0,0,0,0
21,1,1,0,0,1,0,0,0,1,0,0,0,1
36,2,0,0,0,1,0,0,0,0,0,0,0,1
21,1,1,1,0,1,0,0,0,1,0,0,0,1
19,2,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
27,2,0,7,0,1,0,0,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
16,1,0,0,0,1,0,0,0,0,0,0,0,0
18,2,0,0,0,1,0,0,0,0,0,0,0,0
29,1,1,0,0,1,0,0,0,1,0,0,0,0
26,2,0,0,0,1,0,0,0,0,0,0,0,0
26,1,1,0,0,1,0,0,0,1,0,0,0,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,1,0,0,1,0,0,0,1,0,0,0,0
30,2,1,2,0,1,0,0,0,1,0,0,0,1
26,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
23,2,0,0,0,1,0,0,0,0,0,0,0,0
21,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,0,0,0,0,0,0,0
27,1,0,0,0,1,0,0,0,0,0,0,0,0
20,2,0,0,0,1,0,0,0,0,0,0,0,0
33,1,2,0,0,1,0,0,0,1,0,0,0,1
63,3,1,24,0,1,0,0,0,1,0,0,0,1
25,2,0,0,0,1,0,0,0,0,0,0,0,0
80,3,2,19,0,1,0,0,0,1,0,0,0,1
31,2,1,2,0,1,0,0,0,1,0,0,0,1
46,2,0,0,0,1,0,0,0,0,0,0,1,1
27,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
50,1,2,0,0,1,0,0,0,0,0,0,0,1
20,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
175,2,2,28,0,1,0,0,0,0,0,0,0,1
51,3,0,1,0,1,0,0,0,0,1,0,0,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
131,2,2,16,0,1,0,0,0,0,0,0,0,1
41,2,0,0,0,1,0,0,0,0,0,0,0,1
26,2,0,2,0,1,0,0,0,0,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
39,2,0,0,0,1,0,0,0,0,0,0,0,1
175,2,2,20,0,1,0,0,0,0,0,0,0,1
20,1,0,2,0,1,0,0,0,0,0,0,0,0
20,1,0,0,0,1,0,0,0,0,0,0,0,0
175,2,4,23,0,1,0,0,0,0,0,0,0,1
34,2,0,1,0,1,0,0,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,2,0,1,0,0,0,0,0,0,0,0
23,2,0,0,0,1,0,0,0,0,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,0,0,1,0,0,0,0,0,0,0,0
35,2,0,0,0,1,0,0,0,0,0,0,0,1
24,2,0,0,0,1,0,0,0,0,0,0,0,0
22,1,0,2,0,1,0,1,0,0,0,0,0,1
21,2,0,0,0,1,0,0,0,0,0,0,0,0
20,1,0,1,0,1,0,1,0,0,0,0,0,1
25,2,1,0,0,1,0,0,0,1,0,0,0,1
64,3,1,18,0,1,0,0,0,1,0,0,0,1
21,1,0,0,0,1,0,0,0,0,0,0,0,0
114,6,2,6,0,1,0,0,0,1,0,0,0,1
15,1,0,0,0,1,0,0,0,0,0,0,0,0
34,2,1,0,0,1,0,0,0,1,0,0,0,1
20,1,0,0,0,1,0,0,0,0,0,0,0,0
22,2,0,0,0,1,0,0,0,0,0,0,0,0
26,2,0,4,0,1,0,0,0,0,0,0,0,1
23,2,0,2,0,1,0,0,0,0,0,0,0,1
28,2,1,0,0,0,0,0,0,1,0,0,0,1
48,2,1,0,0,1,0,0,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
24,1,0,2,0,1,0,0,0,0,0,0,0,0
25,2,0,0,0,1,0,0,0,0,0,0,0,1
25,2,0,0,0,1,0,0,0,0,0,0,0,1
76,2,1,20,0,1,0,0,0,1,0,0,0,1
30,1,1,0,0,1,0,0,0,1,0,0,0,0
27,2,0,2,0,1,0,0,0,0,0,0,0,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,1,1,0,1,0,0,0,1,0,0,0,0
16,1,0,0,0,1,0,0,0,0,0,0,0,0
18,1,0,0,0,1,0,0,0,0,0,0,0,0
62,3,1,25,0,1,0,0,0,1,0,0,0,1
175,2,2,16,0,1,0,0,0,0,0,0,0,1
25,1,0,0,0,1,0,0,0,0,0,0,0,0
19,1,0,0,0,1,0,1,0,0,0,0,0,0
23,1,0,0,0,1,0,0,0,0,0,0,0,0
30,2,0,0,0,1,0,0,0,0,0,0,0,1
21,1,1,0,0,1,0,0,0,1,0,0,0,1
47,2,0,4,0,1,0,0,0,0,0,0,0,1
34,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
22,2,0,0,0,1,0,0,0,0,0,0,0,0
21,1,0,0,0,1,0,0,0,0,0,0,0,0
112,3,2,13,0,1,0,0,0,0,0,0,0,1
51,3,0,3,0,1,0,0,0,0,1,0,0,1
34,2,1,2,0,1,0,0,0,1,0,0,0,1
23,1,0,2,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
147,5,4,18,0,1,0,0,0,0,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
92,4,5,11,0,1,0,0,0,1,1,0,0,1
35,2,0,0,0,1,0,0,0,0,0,0,0,1
29,2,0,0,0,1,0,0,0,0,0,0,0,1
20,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,1,0,0,0,0,0,0
26,1,0,0,0,1,0,0,0,0,0,0,0,0
253,3,4,33,0,1,0,0,0,0,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
49,2,0,20,0,1,0,0,0,0,0,0,0,1
43,2,0,0,0,1,0,0,0,0,0,0,0,1
76,2,1,21,0,1,0,0,0,1,0,0,0,1
27,2,0,0,0,1,0,0,0,0,0,0,0,1
52,4,0,2,0,1,0,0,0,0,1,0,0,1
54,2,0,2,0,0,0,0,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,0,0,0,0,0
62,3,1,21,0,1,0,0,0,1,0,0,0,1
27,2,0,0,0,1,0,1,0,0,0,0,0,0
30,2,1,1,0,1,0,0,0,1,0,0,0,1
42,2,1,0,0,1,0,0,0,1,0,0,1,1
22,1,0,1,0,1,0,0,0,0,0,0,0,1
22,1,0,0,0,1,0,0,0,0,0,0,0,0
40,2,0,0,0,1,0,0,0,0,0,0,0,1
31,2,1,2,0,1,0,0,0,1,0,0,0,1
19,1,0,0,0,1,0,0,0,0,0,0,0,0
75,2,1,27,0,1,0,0,0,1,0,0,0,1
24,1,1,0,0,1,0,0,0,1,0,0,0,0
18,2,0,0,0,1,0,0,0,0,0,0,0,0
32,2,2,0,0,1,0,0,0,1,0,0,0,1
34,1,0,0,0,1,0,0,0,0,0,0,0,0
30,2,0,0,0,1,0,0,0,0,0,0,0,1
21,2,0,3,0,1,0,0,0,0,0,0,0,0
20,1,0,1,0,1,0,0,0,0,0,0,0,1
23,1,1,0,0,1,0,0,0,1,0,0,0,0
30,1,0,0,0,1,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,0,0,0,0
43,2,1,0,0,1,0,0,0,1,0,0,0,1
175,2,1,15,0,1,0,0,0,0,0,0,0,1
16,1,0,0,0,1,0,0,0,0,0,0,0,0
16,1,0,0,0,1,0,0,0,0,0,0,0,0
25,1,0,0,0,1,0,0,0,0,0,0,0,0
21,1,1,0,0,1,0,0,0,1,0,0,0,1
20,2,0,0,0,1,0,0,0,0,0,0,0,0
